"url","img_src"
"https://tunedbyanton.com/dyno-results/mitsubishi-evo7-g30-900psr-2-0lt/","https://tunedbyanton.com/wp-content/uploads/2024/11/evo72-768x512.webp"
"https://tunedbyanton.com/dyno-results/mitsubishi-evo-8-with-fp-red-journal-bearing/","https://tunedbyanton.com/wp-content/uploads/2024/09/evo-768x1024.jpg"
"https://tunedbyanton.com/dyno-results/toyota-supra-gr-stage-3/","https://tunedbyanton.com/wp-content/uploads/2023/01/SUPRA-GR-768x512.jpg"
"https://tunedbyanton.com/dyno-results/mercedes-gle63s-amg/","https://tunedbyanton.com/wp-content/uploads/2022/04/IMG_1897-1620x1080-1-768x512.jpg"
"https://tunedbyanton.com/dyno-results/mitsubishi-evo-7-turbosmart-6466/","https://tunedbyanton.com/wp-content/uploads/2024/07/Evo7ts6466-768x1024.png"
"https://tunedbyanton.com/dyno-results/mercedes-gle63s-amg-stage1/","https://tunedbyanton.com/wp-content/uploads/2022/12/GLE63S-768x512.jpg"
"https://tunedbyanton.com/dyno-results/bmw-335i-n54-highflow-turbos/","https://tunedbyanton.com/wp-content/uploads/2023/01/335i-2-768x512.jpg"
"https://tunedbyanton.com/dyno-results/r35-skyline-gtr-stage-2/","https://tunedbyanton.com/wp-content/uploads/2025/05/R35GTR2-768x512.webp"
"https://tunedbyanton.com/dyno-results/nissan-r32-gtst/","https://tunedbyanton.com/wp-content/uploads/2022/04/R32rb20-768x512.jpg"
"https://tunedbyanton.com/dyno-results/mercedes-s560-amg-stage-2-with-dump-valves/","https://tunedbyanton.com/wp-content/uploads/2024/05/S560-dp2-768x1024.jpg"
"https://tunedbyanton.com/dyno-results/lexus-is300-2jz-swap/","https://tunedbyanton.com/wp-content/uploads/2024/07/is300-768x576.jpg"
"https://tunedbyanton.com/dyno-results/mitsubishi-evo-8-with-fp-red-journal-bearing/","https://tunedbyanton.com/wp-content/uploads/2024/09/evo-768x1024.jpg"
"https://tunedbyanton.com/dyno-results/toyota-supra-gr-stage-3/","https://tunedbyanton.com/wp-content/uploads/2023/01/SUPRA-GR-768x512.jpg"
"https://tunedbyanton.com/dyno-results/mercedes-gle63s-amg/","https://tunedbyanton.com/wp-content/uploads/2022/04/IMG_1897-1620x1080-1-768x512.jpg"
"https://tunedbyanton.com/dyno-results/mitsubishi-evo-7-turbosmart-6466/","https://tunedbyanton.com/wp-content/uploads/2024/07/Evo7ts6466-768x1024.png"
"https://tunedbyanton.com/dyno-results/mercedes-gle63s-amg-stage1/","https://tunedbyanton.com/wp-content/uploads/2022/12/GLE63S-768x512.jpg"
